5757,hsa-mir-128-1
6013,hsa-mir-629
451668,hsa-mir-320a
31401,hsa-mir-181d
4091,hsa-mir-200c
3385,hsa-mir-519c
3229,hsa-mir-96
5311,hsa-mir-92a-2
60750,hsa-mir-194-1
448537,hsa-mir-375
5311,hsa-mir-744
5288826,hsa-mir-15b
448537,hsa-mir-16-1
3385,hsa-mir-320c-2
5757,hsa-let-7e
4095,hsa-mir-18a
216239,hsa-mir-629
10635,hsa-mir-194-2
5288826,hsa-mir-1915
3385,hsa-mir-24-2
5757,hsa-mir-23b
448537,hsa-mir-33a
451668,hsa-mir-125b-2
148124,hsa-mir-99b
5757,hsa-mir-1915
448537,hsa-mir-621
3385,hsa-mir-18a
451668,hsa-mir-27b
5757,hsa-mir-216a
5757,hsa-mir-30c-2
5757,hsa-mir-1-2
5288826,hsa-mir-320c-1
60750,hsa-mir-197
3385,hsa-mir-106a
448537,hsa-mir-92b
5757,hsa-mir-30c-1
9444,hsa-mir-17
5757,hsa-mir-10b
60750,hsa-let-7b
60750,hsa-mir-129-2
451668,hsa-mir-28
5288826,hsa-mir-150
36462,hsa-let-7b
60750,hsa-mir-186
5288826,hsa-mir-103a-1
4091,hsa-let-7a-2
36462,hsa-mir-26b
448537,hsa-mir-26a-2
4091,hsa-let-7a-3
5757,hsa-mir-128-2
3229,hsa-mir-29c
451668,hsa-mir-106b
451668,hsa-mir-17
10635,hsa-mir-29a
60750,hsa-mir-324
5288826,hsa-mir-24-1
448537,hsa-mir-454
60750,hsa-mir-204
60838,hsa-mir-24-2
3385,hsa-mir-766
60750,hsa-mir-181a-2
60750,hsa-mir-328
3385,hsa-mir-454
216239,hsa-mir-548c
451668,hsa-mir-378a
448537,hsa-mir-138-1
5311,hsa-mir-595
3229,hsa-mir-199a-1
31703,hsa-mir-21
5311,hsa-mir-106a
448537,hsa-mir-345
5311,hsa-mir-516a-1
5311,hsa-mir-24-1
3385,hsa-let-7g
451668,hsa-mir-19a
31703,hsa-mir-181a-2
5757,hsa-mir-409
3385,hsa-mir-200c
60852,hsa-mir-141
3229,hsa-mir-190a
5757,hsa-mir-524
60852,hsa-mir-133a-2
10635,hsa-mir-630
3385,hsa-mir-423
3385,hsa-mir-133a-2
60700,hsa-mir-24-1
5311,hsa-mir-376a-2
31703,hsa-mir-449b
3385,hsa-mir-132
5311,hsa-mir-542
448537,hsa-mir-422a
3229,hsa-let-7i
5757,hsa-mir-337
5757,hsa-mir-23a
5757,hsa-mir-520d
5288826,hsa-mir-125b-2
60838,hsa-mir-650
3229,hsa-let-7a-1
5790,hsa-mir-455
445154,hsa-mir-663a
60953,hsa-mir-125b-2
448537,hsa-mir-9-3
36314,hsa-mir-514a-2
3121,hsa-mir-181c
5757,hsa-mir-124-1
3385,hsa-mir-302f
60750,hsa-mir-346
3229,hsa-mir-128-1
60750,hsa-mir-330
10635,hsa-mir-29b-1
5311,hsa-mir-206
5311,hsa-mir-132
216239,hsa-mir-522
5311,hsa-mir-432
451668,hsa-mir-20a
10635,hsa-mir-32
5757,hsa-mir-526b
4091,hsa-mir-192
448537,hsa-mir-370
3229,hsa-mir-124-1
31401,hsa-mir-302d
446220,hsa-mir-124-1
451668,hsa-mir-31
451668,hsa-mir-34a
3385,hsa-mir-16-1
60750,hsa-mir-133a-1
36462,hsa-let-7a-3
5311,hsa-mir-126
60750,hsa-mir-329-2
3385,hsa-mir-320d-1
446220,hsa-let-7d
31401,hsa-mir-638
