451668,hsa-mir-182
60852,hsa-mir-19a
10635,hsa-mir-375
3229,hsa-mir-128-2
60700,hsa-mir-874
451668,hsa-mir-29b-2
3385,hsa-mir-638
451668,hsa-let-7g
448537,hsa-mir-16-2
3385,hsa-mir-199a-2
10635,hsa-mir-22
3385,hsa-mir-125a
5790,hsa-mir-650
9444,hsa-mir-18a
448537,hsa-mir-608
3121,hsa-mir-31
5311,hsa-mir-548c
31401,hsa-mir-513a-1
5311,hsa-mir-9-2
3385,hsa-mir-20a
3229,hsa-mir-7-3
5288826,hsa-mir-28
3385,hsa-mir-501
448537,hsa-mir-492
60750,hsa-mir-337
31703,hsa-mir-181a-1
451668,hsa-mir-181a-2
5311,hsa-mir-9-3
3385,hsa-mir-128-1
5743,hsa-mir-27b
60750,hsa-mir-128-1
60750,hsa-mir-1-2
448537,hsa-mir-26a-1
5311,hsa-mir-769
5288826,hsa-mir-30c-2
451668,hsa-mir-27a
5757,hsa-let-7c
5311,hsa-mir-200b
5757,hsa-mir-15b
148124,hsa-mir-371a
60838,hsa-mir-324
60838,hsa-mir-1226
60750,hsa-mir-139
5311,hsa-mir-124-3
36462,hsa-mir-100
5790,hsa-mir-500a
451668,hsa-mir-16-2
3385,hsa-mir-106b
3385,hsa-mir-342
148124,hsa-mir-515-1
148124,hsa-mir-515-2
3229,hsa-mir-181a-1
3385,hsa-mir-374b
216239,hsa-mir-30a
451668,hsa-mir-302c
5288826,hsa-mir-181b-2
60750,hsa-mir-299
5311,hsa-mir-381
5311,hsa-mir-30e
6013,hsa-mir-1181
60838,hsa-mir-500a
60750,hsa-mir-217
9444,hsa-mir-145
60700,hsa-mir-23a
60750,hsa-mir-320a
5288826,hsa-mir-132
60750,hsa-mir-329-1
5311,hsa-mir-487b
3385,hsa-mir-320a
60750,hsa-mir-155
446220,hsa-mir-328
60750,hsa-mir-24-1
60823,hsa-mir-221
60838,hsa-mir-501
60750,hsa-mir-372
448537,hsa-mir-671
60750,hsa-mir-181a-1
5288826,hsa-mir-320c-2
10635,hsa-mir-21
10635,hsa-mir-638
448537,hsa-mir-9-2
10635,hsa-mir-29b-2
5311,hsa-mir-140
3385,hsa-mir-7-1
36314,hsa-mir-27a
31101,hsa-mir-550a-2
31401,hsa-mir-603
3229,hsa-mir-181b-1
3386,hsa-mir-124-2
448537,hsa-mir-346
31703,hsa-mir-34c
5790,hsa-mir-24-2
451668,hsa-mir-29b-1
4091,hsa-mir-26a-2
3385,hsa-mir-1915
216239,hsa-mir-219-a
3385,hsa-mir-758
451668,hsa-let-7i
60700,hsa-mir-324
36462,hsa-let-7e
3385,hsa-mir-25
60750,hsa-mir-26a-1
3385,hsa-mir-141
448537,hsa-mir-20a
3385,hsa-mir-663a
36314,hsa-mir-29c
5743,hsa-mir-27a
3385,hsa-mir-23a
4095,hsa-mir-124-1
3385,hsa-mir-30a
5288826,hsa-mir-23a
3229,hsa-mir-18a
3385,hsa-mir-182
60750,hsa-mir-345
3229,hsa-mir-101-1
5743,hsa-mir-148a
10635,hsa-mir-194-1
3229,hsa-mir-29b-2
451668,hsa-mir-23b
5288826,hsa-mir-30c-1
5757,hsa-let-7a-3
3229,hsa-mir-30e
3385,hsa-mir-222
5311,hsa-mir-1227
9444,hsa-mir-125b-1
448537,hsa-mir-194-2
60750,hsa-mir-128-2
60750,hsa-mir-132
60750,hsa-mir-16-1
60750,hsa-mir-212
5288826,hsa-mir-21
448537,hsa-mir-335
31703,hsa-mir-181b-2
